# BUSCO version is: 6.1.0 
# The lineage dataset is: bacteria_odb10 (Creation date: 2024-01-08, number of genomes: 4085, number of BUSCOs: 124)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
4421at2	Complete	JASKZX010000190.1	6794	10015	+	1566.6	952	https://v10-1.orthodb.org/?query=4421at2	DNA-directed RNA polymerase subunit beta'
9601at2	Complete	JASKZX010000190.1	3097	6627	+	1310.3	795	https://v10-1.orthodb.org/?query=9601at2	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
26038at2	Complete	JASKZX010000101.1	3148	5367	+	326.6	402	https://v10-1.orthodb.org/?query=26038at2	PurM-like, C-terminal domain
91428at2	Complete	JASKZX010000086.1	347	2977	+	552.9	547	https://v10-1.orthodb.org/?query=91428at2	Alanine--tRNA ligase
95696at2	Missing
143460at2	Complete	JASKZX010000056.1	2990	1140	-	533.9	439	https://v10-1.orthodb.org/?query=143460at2	GTP-binding protein
182107at2	Complete	JASKZX010000159.1	5244	7070	+	747.4	492	https://v10-1.orthodb.org/?query=182107at2	Elongation factor 4
219876at2	Missing
223233at2	Complete	JASKZX010000061.1	5946	3862	-	537.3	480	https://v10-1.orthodb.org/?query=223233at2	DNA topoisomerase, type IA
226836at2	Complete	JASKZX010000074.1	4797	3025	-	612.3	473	https://v10-1.orthodb.org/?query=226836at2	Aminoacyl-tRNA synthetase, class II
232152at2	Missing
267682at2	Complete	JASKZX010000101.1	5343	6770	+	255.4	284	https://v10-1.orthodb.org/?query=267682at2	Amidophosphoribosyltransferase
353391at2	Missing
384865at2	Complete	JASKZX010000144.1	3610	2387	-	193.2	215	https://v10-1.orthodb.org/?query=384865at2	Transcription termination/antitermination protein NusA
402899at2	Complete	JASKZX010000022.1	2511	1237	-	325.5	283	https://v10-1.orthodb.org/?query=402899at2	Tyrosine--tRNA ligase
430176at2	Complete	JASKZX010000191.1	3148	1724	-	578.1	361	https://v10-1.orthodb.org/?query=430176at2	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
462069at2	Missing
469058at2	Complete	JASKZX010000068.1	5724	4687	-	422.2	290	https://v10-1.orthodb.org/?query=469058at2	Phenylalanine--tRNA ligase alpha subunit
504464at2	Fragmented	JASKZX010000103.1	3691	2990	-	217.5	170	https://v10-1.orthodb.org/?query=504464at2	GMP synthase
505485at2	Missing
533698at2	Complete	JASKZX010000139.1	1988	693	-	384.1	285	https://v10-1.orthodb.org/?query=533698at2	Enolase
662686at2	Complete	JASKZX010000192.1	17892	18836	+	262.3	222	https://v10-1.orthodb.org/?query=662686at2	DNA-directed RNA polymerase subunit alpha
665824at2	Fragmented	JASKZX010000125.1	866	3	-	446.9	276	https://v10-1.orthodb.org/?query=665824at2	Proline--tRNA ligase
761140at2	Fragmented	JASKZX010000179.1	4941	5405	+	68.9	117	https://v10-1.orthodb.org/?query=761140at2	Methionine--tRNA ligase
776861at2	Complete	JASKZX010000053.1	2403	3074	+	265.3	204	https://v10-1.orthodb.org/?query=776861at2	Cytidylate kinase
837522at2	Complete	JASKZX010000191.1	5639	4131	-	660.1	409	https://v10-1.orthodb.org/?query=837522at2	ATP synthase subunit alpha
841869at2	Complete	JASKZX010000025.1	3728	2802	-	152.4	198	https://v10-1.orthodb.org/?query=841869at2	UDP-N-acetylenolpyruvoylglucosamine reductase
874197at2	Missing
923547at2	Complete	JASKZX010000101.1	6784	7782	+	436.8	302	https://v10-1.orthodb.org/?query=923547at2	Phosphoribosylformylglycinamidine cyclo-ligase
932854at2	Missing
932993at2	Complete	JASKZX010000114.1	410	1705	+	88.9	249	https://v10-1.orthodb.org/?query=932993at2	Trigger factor
961486at2	Complete	JASKZX010000192.1	7121	7960	+	229.7	183	https://v10-1.orthodb.org/?query=961486at2	Ribosomal protein L2
981870at2	Missing
984717at2	Complete	JASKZX010000121.1	2791	3693	+	236.3	217	https://v10-1.orthodb.org/?query=984717at2	GTPase Era
1009041at2	Missing
1024388at2	Fragmented	JASKZX010000140.1	2406	2657	+	98.9	68	https://v10-1.orthodb.org/?query=1024388at2	S-adenosylmethionine synthetase
1036075at2	Complete	JASKZX010000029.1	558	2348	+	258.4	320	https://v10-1.orthodb.org/?query=1036075at2	GIY-YIG endonuclease
1043239at2	Complete	JASKZX010000071.1	2426	3142	+	160.0	155	https://v10-1.orthodb.org/?query=1043239at2	Uridylate kinase
1049662at2	Missing
1054741at2	Complete	JASKZX010000006.1	1783	2901	+	462.4	329	https://v10-1.orthodb.org/?query=1054741at2	tRNA-specific 2-thiouridylase
1069591at2	Complete	JASKZX010000154.1	233	1150	+	159.8	180	https://v10-1.orthodb.org/?query=1069591at2	tRNA dimethylallyltransferase
1074831at2	Complete	JASKZX010000005.1	3185	1476	-	286.1	386	https://v10-1.orthodb.org/?query=1074831at2	DNA repair protein RecN
1080436at2	Missing
1093223at2	Complete	JASKZX010000019.1	2027	3376	+	323.3	358	https://v10-1.orthodb.org/?query=1093223at2	Mur ligase, C-terminal
1132353at2	Complete	JASKZX010000192.1	8667	9323	+	202.2	160	https://v10-1.orthodb.org/?query=1132353at2	K Homology domain
1151822at2	Complete	JASKZX010000019.1	1055	2026	+	250.1	249	https://v10-1.orthodb.org/?query=1151822at2	Phospho-N-acetylmuramoyl-pentapeptide-transferase
1166299at2	Complete	JASKZX010000030.1	5220	4309	-	130.9	120	https://v10-1.orthodb.org/?query=1166299at2	tRNA pseudouridine synthase B
1211060at2	Missing
