# BUSCO version is: 6.1.0 
# The lineage dataset is: bacteria_odb10 (Creation date: 2024-01-08, number of genomes: 4085, number of BUSCOs: 124)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
4421at2	Complete	NODE_19_length_52321_cov_103.975797	28153	24551	-	1736.8	1052	https://v10-1.orthodb.org/?query=4421at2	DNA-directed RNA polymerase subunit beta'
9601at2	Complete	NODE_19_length_52321_cov_103.975797	31890	28354	-	1304.1	810	https://v10-1.orthodb.org/?query=9601at2	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
26038at2	Complete	NODE_16_length_61971_cov_98.006735	28312	26096	-	338.3	406	https://v10-1.orthodb.org/?query=26038at2	PurM-like, C-terminal domain
91428at2	Complete	NODE_1_length_318415_cov_85.299856	269808	267097	-	555.5	554	https://v10-1.orthodb.org/?query=91428at2	Alanine--tRNA ligase
95696at2	Complete	NODE_4_length_196462_cov_93.154964	135521	137503	+	760.9	489	https://v10-1.orthodb.org/?query=95696at2	excinuclease ABC subunit B
143460at2	Complete	NODE_15_length_62378_cov_100.663447	43281	41449	-	550.0	439	https://v10-1.orthodb.org/?query=143460at2	GTP-binding protein
182107at2	Complete	NODE_1_length_318415_cov_85.299856	237696	235888	-	741.3	492	https://v10-1.orthodb.org/?query=182107at2	Elongation factor 4
219876at2	Complete	NODE_12_length_83885_cov_103.451509	66065	67411	+	328.5	265	https://v10-1.orthodb.org/?query=219876at2	Chromosomal replication initiator protein DnaA
223233at2	Complete	NODE_2_length_267761_cov_83.174796	156888	158966	+	546.7	479	https://v10-1.orthodb.org/?query=223233at2	DNA topoisomerase, type IA
226836at2	Complete	NODE_1_length_318415_cov_85.299856	283290	281524	-	579.0	468	https://v10-1.orthodb.org/?query=226836at2	Aminoacyl-tRNA synthetase, class II
232152at2	Complete	NODE_12_length_83885_cov_103.451509	43270	41981	-	328.5	280	https://v10-1.orthodb.org/?query=232152at2	adenylosuccinate synthase
